policy_number,claim_date,claim_amount
17017,1/31/2014,136603.2209
16224,10/9/2017,136565.8547
5907,1/12/2016,136534.8177
7229,8/26/2016,136512.0931
22560,2/18/2016,136508.0866
11873,9/25/2017,136488.3915
24633,11/22/2012,136487.8773
24607,6/18/2017,136477.2716
16612,10/13/2015,136443.7796
28554,1/16/2017,136434.7766
28248,9/16/2016,136432.7736
4976,9/17/2015,136415.7955
5934,1/25/2016,136407.1009
27171,4/20/2015,136396.3535
27551,9/8/2011,136380.7223
28813,4/11/2011,136360.7484
14044,12/29/2015,136280.8506
16146,10/19/2017,136232.7232
7018,9/14/2011,136205.0266
13420,11/11/2016,136201.8156
17102,6/26/2016,136135.2253
18213,11/23/2017,136115.2412
4165,4/14/2015,136105.5727
18192,10/22/2011,136090.0406
8952,10/14/2016,136071.799
29106,9/19/2015,136067.2396
21116,3/19/2015,136035.442
16671,8/6/2017,136022.6265
17109,1/11/2015,135997.5005
13231,7/16/2015,135981.3041
5967,1/21/2014,135971.6525
23360,7/2/2012,135967.0839
10479,5/27/2013,135937.9491
5840,9/14/2013,135927.348
8253,4/7/2015,135925.2994
19357,8/11/2015,135912.5323
102,10/11/2014,135892.2766
18562,6/3/2014,135889.5409
29521,12/7/2013,135884.5338
11438,6/8/2011,135872.1156
23775,5/16/2014,135822.9976
10965,3/9/2016,135761.8079
21711,3/27/2012,135759.6671
21899,7/24/2015,135721.2853
28245,3/9/2015,135719.5898
25597,10/7/2011,135699.8485
25131,7/12/2011,135680.9892
5712,6/27/2011,135667.8362
15740,3/24/2012,135632.7928
6885,5/16/2014,135625.3141
7303,11/29/2016,135622.8411
2265,9/5/2014,135598.2676
16279,5/26/2014,135548.7651
21716,10/13/2017,135538.4731
22213,10/11/2017,135526.4853
8065,8/14/2016,135469.5212
16770,8/25/2012,135459.0138
25601,7/1/2014,135458.8285
17178,12/23/2012,135453.6721
22552,9/25/2017,135452.8776
10161,10/31/2015,135452.4961
15692,12/23/2013,135430.0734
7380,8/13/2017,135416.6245
16900,3/29/2011,135402.6519
11785,1/27/2016,135400.6709
5587,1/6/2017,135389.4878
21497,1/18/2012,135389.2359
10161,11/26/2016,135363.4687
29232,4/13/2015,135355.57
22149,9/14/2014,135350.4898
1838,9/14/2012,135273.7581
9436,2/13/2015,135267.8555
11093,3/23/2014,135260.0771
27824,7/23/2012,135243.7814
29986,2/18/2014,135236.9848
24134,7/20/2011,135236.4978
14926,8/6/2015,135235.0422
19653,12/28/2016,135203.4476
23251,8/2/2016,135159.7705
26715,5/12/2012,135156.1741
23224,11/23/2015,135154.7521
28860,7/26/2015,135146.3169
23809,4/6/2017,135141.0116
14652,8/13/2017,135127.579
426,9/23/2013,135121.9184
2406,7/27/2014,135116.342
17470,8/13/2011,135109.5883
27346,4/26/2011,135105.3551
15322,8/14/2016,135079.0734
9658,7/5/2016,135061.0713
27581,2/13/2015,135056.6245
19016,8/5/2014,135004.473
15370,11/3/2016,135001.522
7965,8/13/2012,134989.1783
766,11/23/2017,134989.0079
11966,5/16/2011,134947.34
11347,2/8/2016,134916.4534
9433,3/21/2014,134912.9868
10946,10/15/2012,134886.5168
16454,5/15/2011,134853.3712
5001,6/4/2016,134849.029
14174,7/4/2017,134846.6822
17338,9/5/2012,134819.1042
12628,7/21/2017,134811.9192
12607,4/2/2014,134799.1313
19697,12/7/2016,134781.5049
24200,4/18/2015,134745.691
23153,4/2/2015,134733.5636
13756,4/9/2017,134712.0218
20584,12/21/2017,134649.2799
28177,11/30/2011,134627.7756
13763,8/17/2017,134557.8851
20767,10/26/2015,134551.2513
13861,9/20/2016,134507.1146
14345,8/5/2016,134494.8472
9671,9/27/2012,134482.7631
7157,11/15/2014,134480.8502
15106,4/21/2014,134463.2167
4206,5/4/2015,134460.1368
10271,5/19/2012,134450.4313
3029,7/11/2011,134431.0672
24795,3/12/2013,134365.6189
22940,2/3/2012,134364.1335
25464,5/21/2014,134362.4965
3208,9/5/2012,134356.7874
307,2/21/2014,134353.316
22734,10/16/2011,134343.4429
6131,10/28/2013,134328.3816
3236,4/7/2017,134276.5867
14039,12/7/2012,134248.7895
1512,5/6/2017,134217.4338
20310,1/2/2011,134193.6649
4078,9/19/2015,134186.5732
18231,12/7/2016,134161.6436
18323,4/23/2016,134158.0137
13242,1/9/2011,134124.6142
28928,6/15/2013,134109.5537
28488,10/30/2013,134101.3397
19162,3/20/2011,134095.6873
25042,4/27/2015,134055.6633
8535,10/28/2014,134050.5066
19121,11/20/2012,134047.145
6500,2/6/2015,134035.8201
27451,4/21/2012,134029.7824
4762,7/9/2016,134020.3619
2959,11/4/2016,134017.4814
17828,4/9/2013,133998.8948
27717,12/29/2017,133988.8112
23775,3/21/2015,133979.7775
2677,8/16/2014,133962.9581
9973,10/6/2015,133958.1255
24435,4/28/2017,133931.1515
10354,9/15/2012,133887.5262
13613,4/9/2011,133880.4575
24014,7/1/2014,133816.0455
24115,11/8/2011,133813.0668
19131,5/8/2011,133784.2691
15572,9/12/2017,133784.1592
16348,8/24/2014,133770.5945
15390,3/5/2013,133766.4725
14341,5/21/2013,133734.4729
18366,2/5/2015,133691.7102
26249,10/25/2017,133681.695
10679,3/11/2017,133676.8533
25173,5/31/2011,133657.8991
4721,2/23/2015,133629.4752
15426,6/13/2016,133605.4623
4664,7/10/2015,133605.0325
28224,8/14/2015,133585.2144
17282,7/17/2017,133558.2107
20066,1/23/2016,133544.5317
1388,6/27/2017,133508.6088
1954,1/22/2015,133504.3155
16700,2/2/2012,133499.506
13959,4/22/2012,133498.4495
3305,3/9/2015,133488.1353
18762,2/5/2016,133479.4052
3778,6/15/2016,133451.8953
21551,2/8/2011,133450.2185
17320,12/15/2014,133435.7295
2708,12/29/2013,133402.9631
2512,2/28/2013,133381.1336
29886,1/12/2013,133378.6052
2955,1/30/2013,133366.3209
20823,1/7/2011,133345.6764
21976,7/6/2017,133312.4121
28768,5/1/2014,133307.167
6187,1/27/2017,133286.6378
18578,8/7/2015,133275.9819
12346,11/3/2012,133265.9715
25608,6/18/2014,133233.0532
18514,10/13/2011,133218.8131
3808,2/6/2012,133217.1514
6471,3/31/2015,133206.9339
5196,3/31/2015,133177.4794
17517,3/14/2014,133100.9788
2982,4/20/2016,133078.8485
16284,11/25/2015,133067.5404
25396,10/24/2017,133040.3872
7149,9/17/2017,133032.0178
300,1/14/2012,133031.9053
20364,5/19/2016,132997.3886
27115,12/28/2014,132989.7928
23792,12/30/2016,132913.7737
23790,9/18/2017,132910.5274
4896,2/12/2011,132862.668
17606,9/2/2015,132846.4392
4138,9/25/2016,132837.8301
18868,6/22/2014,132817.8861
28974,4/16/2015,132802.0758
3356,6/18/2016,132782.8751
3468,10/2/2011,132759.1185
23170,2/24/2011,132740.152
29875,6/1/2011,132738.2788
6913,12/9/2012,132732.1692
5983,2/20/2014,132730.6547
9558,8/7/2012,132720.251
8898,10/9/2016,132707.3718
17176,9/30/2011,132672.8122
16626,11/21/2012,132670.492
7156,3/12/2017,132665.6014
4740,3/28/2014,132660.3489
21244,6/26/2016,132659.7516
17105,11/27/2017,132647.145
18721,9/10/2015,132635.9765
20070,5/22/2012,132590.757
12851,1/8/2012,132580.3165
16180,4/10/2014,132575.0986
26990,8/27/2017,132541.1909
16612,8/10/2011,132522.7327
14319,3/29/2013,132494.2334
515,1/4/2012,132488.2957
28670,5/7/2014,132484.6149
4455,3/24/2017,132469.8637
28432,9/26/2013,132464.1293
28548,7/14/2016,132457.0029
23357,6/5/2014,132407.4694
13942,8/14/2017,132391.9353
5471,9/10/2011,132357.6661
11452,1/8/2015,132268.1169
18983,3/18/2011,132247.003
15034,5/4/2016,132232.9576
2450,1/14/2013,132213.9776
12150,2/20/2013,132212.9774
20359,3/26/2017,132207.303
5755,2/6/2011,132160.899
19789,11/14/2011,132140.9206
22,6/2/2017,132136.5861
18562,4/29/2013,132102.2787
14010,3/12/2014,132073.1215
5982,9/20/2013,132032.0557
24502,11/28/2013,132012.4832
25501,3/3/2015,132002.8489
20921,11/18/2014,131991.053
5386,7/27/2014,131986.9658
23257,4/16/2012,131985.5826
26416,8/1/2015,131981.0491
18504,10/19/2017,131896.5018
2641,12/19/2016,131886.582
26936,9/24/2014,131865.6659
10766,4/15/2014,131843.4841
28975,11/23/2013,131827.0076
23641,7/22/2016,131825.1862
10263,4/3/2016,131824.3097
7171,1/25/2016,131763.4739
14216,2/13/2017,131737.1532
24717,5/9/2012,131732.4903
25294,3/21/2015,131725.0598
29925,10/4/2014,131699.5876
16998,3/21/2013,131688.3599
16042,2/13/2011,131673.056
24005,7/24/2015,131664.5465
2908,2/13/2016,131659.2719
3968,11/1/2013,131627.2759
23520,4/8/2014,131605.2546
19953,7/30/2011,131580.2541
28637,10/20/2015,131571.3266
25090,5/25/2014,131539.8948
25334,1/31/2016,131533.6346
28489,7/1/2011,131522.9404
25780,8/27/2011,131513.0717
15308,9/16/2016,131476.925
4054,4/24/2016,131453.4903
24242,3/4/2013,131424.473
27128,2/9/2012,131402.6375
4966,10/30/2015,131386.3494
18992,7/21/2013,131377.3663
23268,4/18/2015,131367.0338
16369,5/12/2016,131363.7783
27866,7/23/2011,131353.6497
16811,1/20/2016,131330.8946
1356,11/28/2011,131314.4858
7549,2/5/2011,131309.7758
8294,7/3/2011,131275.3909
21691,6/17/2015,131254.8305
17280,10/30/2014,131251.7427
7826,7/2/2012,131250.928
14570,3/3/2016,131225.286
13207,12/18/2017,131208.7173
7998,3/31/2015,131170.7417
6029,9/24/2016,131157.5986
26993,10/12/2017,131153.8634
7393,9/26/2014,131136.2792
22666,3/15/2015,131122.0695
10727,12/27/2016,131118.163
28166,12/7/2013,131093.5971
26953,7/31/2015,131090.0627
3958,7/6/2014,131089.1764
14151,3/13/2011,131088.482
8407,11/18/2014,131087.6829
10806,3/23/2011,131080.7712
2431,11/17/2012,131061.0061
10834,10/3/2012,131052.1322
26267,11/19/2011,131044.4363
10244,11/3/2011,131025.6163
12465,10/16/2014,130989.2928
2005,10/12/2011,130929.1275
17132,2/11/2017,130909.5021
29207,5/19/2013,130854.0882
23861,2/3/2011,130851.3357
5570,8/12/2011,130833.259
20416,3/20/2015,130832.8449
28843,6/9/2015,130787.8191
26929,3/31/2013,130781.3498
21409,4/14/2016,130774.8341
17170,9/3/2013,130766.6478
26508,3/3/2012,130740.1294
22627,11/5/2016,130735.0825
12213,7/29/2014,130730.2701
24570,3/31/2016,130709.527
8061,2/12/2017,130678.4289
19903,9/25/2016,130662.3274
18576,7/24/2016,130650.4542
16003,9/26/2014,130624.628
686,1/24/2014,130618.4703
20401,10/16/2013,130612.5991
3923,10/9/2017,130606.0691
20804,5/13/2015,130599.1668
15708,10/31/2015,130549.1399
831,5/10/2013,130538.7772
22298,11/14/2013,130513.9058
25693,1/29/2012,130499.5604
63,4/14/2017,130492.2311
28314,10/30/2016,130480.6646
8667,2/20/2013,130477.331
24090,11/28/2013,130475.9157
19553,8/25/2016,130469.9671
28316,7/28/2017,130459.6204
15856,5/20/2015,130449.0164
5666,8/11/2013,130446.4807
29919,6/23/2011,130417.2075
26111,2/7/2011,130409.5524
26544,8/13/2017,130384.6347
28881,12/15/2017,130379.5935
17835,5/9/2013,130376.0439
12938,11/21/2013,130370.7454
22620,4/30/2013,130368.4105
27650,10/12/2011,130366.9509
19533,8/26/2015,130346.8997
27050,10/22/2017,130323.9919
28555,12/14/2011,130306.9994
10978,4/22/2017,130274.6102
23649,4/28/2017,130221.77
3130,4/2/2012,130188.7029
29753,4/1/2017,130183.8535
93,7/31/2013,130183.1641
16423,10/23/2017,130171.8083
10675,5/14/2017,130160.7012
3758,1/17/2012,130156.8205
7642,6/24/2014,130152.2376
6407,1/28/2014,130124.1963
16018,2/1/2012,130111.4476
396,3/2/2016,130108.5826
21248,2/12/2011,130103.9208
6459,2/17/2011,130094.9824
21310,1/10/2012,130041.9822
25899,8/14/2016,130033.585
7217,8/7/2011,130024.8626
12323,5/14/2011,129991.8544
23130,12/20/2011,129989.7277
26859,1/30/2011,129983.039
10587,8/12/2015,129964.9264
8235,2/28/2013,129943.6318
18542,5/11/2012,129909.9528
29753,1/4/2012,129906.1203
18144,8/21/2011,129878.3938
14376,11/27/2014,129869.096
18867,10/31/2012,129859.747
9065,12/2/2016,129852.5614
15713,11/11/2012,129835.7854
13196,2/1/2011,129834.1086
11855,12/28/2017,129813.174
21634,12/13/2014,129802.8542
24871,1/6/2012,129797.4179
16915,10/21/2015,129792.2714
12766,2/11/2016,129786.804
29770,4/14/2013,129784.4501
13936,3/11/2011,129769.0141
29199,5/16/2012,129766.9468
2365,6/5/2017,129765.3637
18310,3/23/2013,129732.8457
12717,10/17/2014,129711.584
10454,4/24/2014,129707.6891
10710,8/1/2011,129678.7865
1646,8/29/2017,129677.058
780,11/16/2013,129672.621
26407,10/4/2015,129661.17
19136,5/9/2013,129656.2504
23721,4/1/2011,129655.5449
7666,5/18/2017,129639.8579
3544,4/17/2017,129637.1859
5785,3/7/2012,129626.6715
16930,3/2/2016,129619.7349
19697,3/28/2015,129601.3531
23155,3/16/2016,129572.554
4596,12/28/2013,129542.2026
23864,11/5/2014,129524.3382
396,7/27/2017,129503.219
24607,4/8/2016,129484.9096
23225,1/10/2011,129465.2554
9268,10/28/2017,129464.5034
6491,11/11/2017,129448.4884
27863,11/25/2013,129434.0522
13796,11/17/2015,129422.7871
5453,2/1/2016,129411.492
29547,5/4/2017,129394.6732
12488,1/19/2013,129339.2265
11860,5/2/2011,129338.7566
3498,6/23/2011,129333.943
20638,10/15/2012,129301.6536
21032,7/5/2017,129282.9604
29589,10/27/2017,129270.1433
5102,2/15/2011,129234.4181
22101,8/1/2012,129230.0254
7411,2/25/2013,129225.6753
8587,12/19/2011,129220.581
10417,7/12/2011,129210.7177
14308,6/15/2011,129209.4253
14017,8/11/2011,129205.5039
6745,11/7/2013,129203.3996
469,11/7/2014,129162.7881
12019,7/10/2015,129150.9913
15566,1/25/2014,129138.1013
24173,8/23/2012,129130.7311
13835,2/14/2015,129124.4187
14543,4/8/2017,129110.4528
1275,10/7/2015,129090.9817
165,10/4/2011,129089.2809
7988,9/12/2015,129085.8047
10909,10/7/2015,129064.5168
27805,11/11/2012,129058.8413
20871,1/6/2014,129008.4595
27078,4/10/2017,128991.5571
13184,1/27/2015,128976.5436
16646,1/26/2012,128952.92
12252,2/24/2012,128946.45
18677,5/12/2016,128910.6282
18093,11/27/2015,128895.5503
28784,4/2/2014,128888.9875
2357,9/22/2014,128879.1854
6815,11/30/2011,128869.5244
16317,9/2/2014,128869.1314
25537,9/27/2012,128867.1234
16806,3/7/2014,128865.5571
9639,4/3/2011,128846.4928
18098,12/8/2012,128844.1098
15864,6/26/2016,128831.5648
6097,8/26/2013,128828.875
6907,7/21/2012,128820.0308
4699,3/3/2011,128789.9629
2625,10/14/2017,128783.6969
20677,1/1/2015,128752.5298
603,12/25/2015,128745.7188
9896,11/5/2015,128740.8411
16608,6/11/2014,128729.1325
16751,1/19/2013,128672.5367
22646,12/6/2016,128669.1411
24931,4/23/2014,128667.4152
29511,4/16/2017,128652.1772
21926,10/9/2016,128645.0254
20578,3/17/2017,128635.5173
2090,5/11/2012,128627.8612
16067,5/27/2016,128625.1528
12096,10/12/2017,128603.5277
19243,4/19/2012,128569.8575
28863,4/5/2015,128536.6259
26828,12/28/2013,128503.2845
19017,11/16/2017,128492.1334
28138,2/4/2012,128489.9031
16608,12/24/2015,128485.2585
13031,6/30/2017,128477.6919
18820,1/31/2011,128467.1635
23089,9/12/2011,128455.6167
8153,6/4/2011,128449.9217
19911,5/31/2014,128428.8821
11657,9/24/2014,128401.5609
20470,4/1/2014,128398.1097
3778,3/20/2015,128359.1082
3440,7/18/2012,128354.7463
23790,5/4/2015,128354.2847
10045,10/17/2017,128351.8065
2357,7/19/2016,128344.3227
29736,9/5/2013,128315.4689
17337,3/10/2013,128284.1106
3923,4/5/2016,128241.902
11628,3/30/2016,128231.6725
25265,12/16/2014,128224.6681
4877,2/3/2017,128219.9184
17218,5/25/2012,128207.0105
16559,12/3/2017,128168.3517
24024,8/22/2017,128167.2389
7328,7/24/2011,128157.3193
12517,2/27/2014,128154.8786
21603,12/5/2015,128153.7565
8657,1/27/2017,128134.6864
5246,12/1/2012,128117.895
7827,4/2/2017,128069.862
12331,8/13/2014,128063.0352
1774,4/28/2017,128035.6698
2927,9/8/2011,128012.8281
7822,10/2/2013,128005.6653
16432,7/23/2013,128004.1337
29096,1/8/2014,127988.3131
18104,1/15/2011,127942.5252
13785,4/2/2016,127924.5317
12942,8/15/2013,127898.5133
4019,5/20/2013,127886.6108
28600,3/27/2012,127884.4081
11799,1/29/2017,127879.7825
5189,5/10/2012,127831.444
8847,7/29/2011,127821.5458
26374,11/2/2013,127785.4973
6764,10/26/2012,127745.2181
23391,9/24/2011,127706.5989
19357,12/27/2011,127619.0265
1646,6/25/2013,127615.4792
21351,6/20/2015,127612.7282
25609,9/22/2013,127596.2895
19655,11/26/2016,127588.5664
5642,7/28/2012,127587.8243
7472,7/26/2013,127574.2202
20373,1/27/2016,127432.9374
6874,1/13/2017,127424.9843
6034,9/14/2011,127414.0899
18242,9/23/2011,127399.3675
4156,1/21/2016,127378.3793
2930,9/27/2017,127370.7615
15315,4/11/2015,127349.222
4587,10/1/2017,127348.3984
5887,10/15/2013,127345.2836
19229,4/7/2011,127327.2077
12406,12/17/2017,127313.8235
18754,9/9/2015,127298.5254
15561,4/26/2017,127284.6375
6962,1/6/2015,127241.7403
16679,3/17/2011,127225.4944
9247,12/11/2015,127223.5486
8,11/8/2013,127213.3781
3836,12/28/2013,127212.2191
15114,3/14/2014,127200.89
19036,7/24/2014,127197.6578
19686,4/6/2012,127193.849
511,9/22/2015,127186.6632
17282,12/20/2014,127167.1168
2179,10/24/2015,127153.1061
20889,6/19/2013,127133.2068
9887,8/7/2011,127108.6007
10467,11/21/2014,127082.4305
12650,12/18/2014,127056.0296
1803,6/23/2012,127039.7816
887,11/30/2015,127023.9199
7058,7/14/2016,127000.5577
19710,7/30/2011,126963.5236
7558,11/29/2011,126942.5694
20770,7/27/2017,126917.6767
22350,8/30/2015,126916.0916
11931,3/26/2011,126894.2356
9535,1/20/2014,126880.431
10840,8/23/2015,126872.7289
777,11/17/2012,126866.1728
28300,12/16/2013,126865.3965
25482,9/30/2014,126861.3828
9954,4/29/2014,126838.6575
12051,11/16/2017,126835.079
5221,1/13/2014,126823.9467
5655,9/25/2014,126799.1731
29760,3/19/2016,126793.9863
29616,2/22/2015,126779.0881
17519,8/10/2013,126767.1418
16314,10/18/2016,126760.8468
20544,1/5/2012,126754.3348
251,10/5/2014,126750.7586
2820,11/16/2017,126728.0517
28381,1/21/2014,126713.1491
26846,10/12/2016,126682.1624
25259,2/24/2013,126665.165
29002,9/20/2011,126614.2569
13273,4/3/2012,126590.3317
11968,5/22/2012,126558.6861
10364,1/14/2016,126557.2323
16767,7/20/2015,126553.325
15426,6/20/2014,126537.5172
17231,3/18/2012,126523.6968
6305,10/27/2017,126510.6274
8083,2/5/2015,126489.5993
16326,6/14/2013,126435.925
19378,11/28/2013,126417.5534
19280,6/2/2016,126415.4289
15675,9/20/2015,126411.6118
26672,6/5/2012,126397.9493
4461,6/19/2016,126374.9815
15014,8/9/2012,126354.7174
6930,7/1/2017,126344.9347
26189,3/29/2013,126329.076
11277,1/2/2017,126324.9155
25614,8/28/2012,126321.2533
18591,11/27/2015,126307.0107
3447,12/14/2012,126300.7691
5277,5/29/2013,126286.4693
29062,8/20/2015,126277.7632
11615,5/14/2012,126251.6177
22593,8/30/2016,126245.8965
22667,6/27/2011,126240.1335
25629,5/16/2014,126233.0957
28165,10/22/2017,126222.7562
16317,5/11/2012,126181.5981
21860,5/1/2016,126116.0373
14551,12/8/2016,126094.0372
18527,8/10/2014,126085.3277
3938,5/30/2014,126075.3061
14256,12/19/2013,126060.9929
25745,10/25/2014,126057.9745
8790,10/26/2011,125983.4054
27054,11/3/2013,125930.633
16612,4/20/2013,125928.3566
11365,5/7/2016,125905.2114
28001,8/4/2014,125893.9766
27456,3/8/2012,125893.5596
18225,11/1/2012,125881.8141
17518,10/16/2017,125875.8446
27099,6/20/2012,125861.4756
10725,6/23/2011,125838.3916
25525,11/2/2012,125835.8881
3723,4/7/2014,125827.7833
14959,2/17/2014,125775.3417
26481,8/16/2015,125768.8951
5436,8/3/2016,125757.643
18164,3/3/2016,125702.6862
28349,10/4/2012,125688.9385
26237,12/13/2016,125688.1176
28376,10/21/2013,125685.7426
15708,5/17/2013,125684.6849
15519,6/23/2012,125667.2918
19242,6/8/2011,125665.4458
29012,11/21/2012,125646.8822
26730,3/15/2011,125614.4308
19318,10/20/2012,125601.895
21055,6/30/2014,125584.109
7631,4/2/2012,125580.4856
16767,12/23/2016,125564.1116
20993,1/31/2016,125562.1208
1586,8/2/2014,125541.9885
29387,7/17/2012,125533.1025
26346,1/22/2016,125531.9333
11147,9/7/2014,125503.7595
18632,6/7/2014,125489.9521
22967,3/23/2016,125461.1771
25189,12/28/2012,125459.3578
18524,12/14/2014,125434.9336
29591,12/13/2011,125418.7563
13926,2/5/2015,125407.3042
29639,11/15/2014,125397.6596
26919,11/8/2011,125385.0229
276,7/29/2012,125382.0006
26303,12/11/2016,125378.8316
23541,3/14/2012,125360.9975
26746,6/13/2014,125348.2111
8540,5/9/2011,125338.9883
29212,8/13/2017,125251.1816
2971,12/18/2012,125247.205
11624,9/16/2013,125245.0176
24478,5/2/2011,125223.0108
15073,1/8/2012,125213.5225
8430,10/20/2017,125208.8609
1319,11/27/2016,125203.4814
27339,4/10/2015,125188.1274
24024,1/4/2011,125174.0537
1455,2/27/2014,125155.0289
23652,8/18/2017,125141.3819
12919,1/19/2016,125130.734
12451,4/14/2011,125122.3895
19645,7/3/2013,125080.7869
12856,10/12/2016,125075.1696
4461,11/17/2014,125067.5141
12998,3/2/2017,125058.3507
11133,3/30/2012,125042.0292
19552,8/14/2014,125007.6741
21816,12/19/2016,124981.1182
26559,7/4/2017,124981.0476
13117,9/8/2016,124978.3128
19922,10/15/2016,124964.5769
23942,9/29/2014,124953.3867
19441,12/24/2017,124925.9727
23979,5/6/2016,124922.3097
23468,10/10/2016,124876.116
4176,6/5/2013,124865.092
11124,6/5/2011,124844.2313
18085,11/5/2011,124797.6653
18253,1/25/2017,124797.0347
15224,5/4/2011,124756.1418
16562,11/13/2011,124741.4308
24759,11/14/2011,124737.5598
12363,8/17/2014,124719.6498
10468,5/24/2014,124674.8021
9781,11/8/2013,124673.9499
25766,12/17/2014,124662.9188
14145,9/30/2017,124626.9134
21247,11/21/2015,124624.2839
2488,7/24/2014,124624.1448
20987,2/24/2013,124613.4544
14570,10/25/2011,124589.9786
28206,9/5/2012,124583.1026
29476,11/15/2017,124563.5523
1128,12/9/2015,124550.2433
2978,7/16/2017,124531.6792
12545,2/11/2016,124521.6251
12096,12/15/2015,124501.5135
11465,2/27/2014,124493.9929
13463,4/7/2013,124469.9745
3463,3/19/2012,124468.505
7336,10/14/2012,124464.8011
8427,12/8/2015,124456.0807
695,4/5/2017,124455.26
7555,10/6/2017,124451.3959
4488,3/31/2013,124401.0358
733,8/23/2016,124395.085
424,10/9/2014,124366.9148
22350,11/6/2014,124349.1041
1407,10/16/2013,124329.4344
9945,10/12/2017,124329.0125
8065,12/7/2014,124328.3434
21112,5/14/2016,124317.8131
28859,8/27/2017,124313.3102
1193,3/20/2014,124294.4102
18138,11/1/2017,124274.4782
7935,11/1/2017,124266.1754
9498,8/26/2013,124228.4607
18309,7/31/2012,124224.7227
9680,12/1/2017,124224.6856
4664,5/21/2011,124171.6062
3963,7/27/2017,124162.0366
13269,8/18/2013,124143.9366
8010,1/20/2016,124126.4788
4628,3/4/2016,124125.8659
12616,11/30/2013,124057.771
3682,3/9/2016,124054.1329
19663,11/22/2011,124046.505
1217,6/5/2014,124039.9608
27446,4/7/2013,124019.8119
28235,5/3/2012,123995.9851
13317,8/31/2017,123974.1163
3074,9/29/2013,123973.0588
24858,8/8/2011,123972.2559
12335,3/17/2014,123962.6758
27528,7/31/2015,123944.2632
8256,7/6/2011,123892.0652
5011,4/19/2012,123889.6553
23869,10/20/2016,123888.4206
3997,6/26/2012,123884.466
8846,2/2/2015,123879.8214
9267,3/19/2015,123876.43
17204,9/14/2015,123874.2565
16868,12/17/2016,123849.8483
17812,7/14/2011,123838.1183
21257,10/12/2017,123835.1738
9925,7/23/2016,123815.6987
9351,11/15/2011,123814.6191
18596,11/27/2015,123812.8529
19368,10/11/2012,123810.0675
18390,4/2/2015,123795.6339
13885,11/24/2013,123793.6789
29628,5/9/2013,123769.5629
29367,12/18/2013,123762.8228
12472,3/19/2017,123754.8817
18392,8/27/2015,123734.6042
20580,3/12/2015,123711.9008
3308,1/27/2015,123688.0974
29957,8/21/2013,123685.0709
20746,3/8/2011,123674.5474
10845,4/24/2014,123666.2322
7223,3/28/2014,123654.6691
8939,10/5/2014,123648.3937
8191,11/27/2015,123646.9213
3816,2/2/2013,123641.4904
3267,7/17/2011,123633.8997
24053,6/15/2014,123626.9913
25801,7/1/2014,123621.7402
3159,9/16/2015,123612.9686
13700,3/27/2014,123596.0884
11909,7/25/2013,123564.2172
10044,6/14/2014,123562.3158
3284,10/14/2011,123561.8739
16058,12/17/2016,123541.248
18585,11/15/2017,123533.2132
9523,12/22/2014,123513.3563
24585,2/8/2011,123509.4134
11167,5/29/2016,123500.1307
17008,3/26/2016,123493.3387
26656,10/20/2011,123492.5917
24206,6/7/2016,123492.1621
28571,10/7/2015,123483.6079
13596,6/21/2014,123476.6809
28704,8/14/2012,123474.326
7607,10/7/2012,123422.5942
18629,9/7/2014,123411.5171
13700,10/12/2011,123391.9092
11697,9/23/2015,123389.434
3081,12/31/2011,123381.8506
3284,3/4/2013,123374.4297
3764,7/23/2017,123363.8249
8101,11/23/2011,123355.8442
26459,4/30/2014,123355.293
3059,10/10/2016,123351.8028
15664,3/19/2017,123319.2418
29232,11/1/2014,123318.5909
20563,9/21/2017,123307.4542
4684,6/30/2013,123301.2357
27142,4/26/2012,123296.6182
21821,12/29/2014,123294.3252
18427,7/15/2015,123273.0236
8706,10/9/2015,123260.9789
28215,4/18/2013,123251.5716
17979,3/30/2013,123245.5008
5320,9/29/2017,123242.6216
15370,6/27/2015,123228.7982
11384,9/28/2012,123220.3706
19870,12/29/2011,123217.7153
25664,7/25/2016,123216.5445
4996,12/15/2011,123214.2213
25533,10/31/2011,123155.9662
4721,7/24/2012,123141.8019
24947,12/20/2017,123126.2617
14195,1/19/2013,123121.1472
18578,6/23/2011,123115.3863
23706,2/28/2017,123081.393
27236,10/13/2012,123060.6213
11825,8/21/2016,123059.2094
18991,3/30/2014,123043.3417
21034,3/22/2012,123032.7927
28106,8/28/2012,123031.7983
5055,4/18/2016,123017.9684
29060,1/14/2016,122986.9134
24259,10/27/2015,122985.656
14144,5/21/2017,122974.4181
20448,4/3/2014,122960.5527
6298,1/2/2017,122931.858
16000,2/29/2012,122929.5159
9286,8/28/2013,122877.7901
26611,5/27/2015,122874.702
23363,12/3/2011,122859.7919
19517,1/28/2014,122847.1885
11013,4/2/2012,122828.6411
19958,9/15/2011,122807.7461
24356,8/11/2014,122807.3342
3338,2/13/2012,122805.7418
15807,3/27/2015,122787.5663
23515,11/22/2017,122784.4883
8677,11/13/2012,122784.4759
23099,5/8/2014,122716.2922
22627,6/4/2015,122699.8366
17377,6/8/2013,122668.4007
3407,5/4/2017,122628.5345
11907,8/3/2015,122603.7203
25640,11/22/2013,122596.1504
19594,2/29/2016,122590.0021
3302,3/28/2012,122570.1077
14799,5/17/2013,122563.4494
23270,5/31/2017,122556.3204
4011,10/21/2017,122554.1005
1766,10/2/2014,122553.1763
8673,8/30/2017,122475.2651
